"","Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Measure","Applications","Bearing Type","Metric","Domain","Certified","Size-Bracket","Code","Use","Value","CV (%)"
"379","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","(D)","(D)"
"380","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"381","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"382","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","161","32.2"
"383","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"50.0 TO 99.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"384","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","1,012","17.4"
"385","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"386","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","234","25.1"
"387","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","385","(L)"
"388","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","118","(H)"
"389","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"390","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","174","34.4"
"391","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"50.0 TO 99.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"392","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","1,073","16.9"
"393","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"394","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","13","36.6"
"395","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","(D)","(D)"
"396","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"397","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"398","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","13","94.7"
"399","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","61","18.6"
"400","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","165","51.5"
"401","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","116","28.0"
"402","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","3","(L)"
"403","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","6","(H)"
"404","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","1","(L)"
"405","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","30","33.9"
"406","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"50.0 TO 99.9 ACRES",NA,"AREA GROWN","1","(L)"
"407","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","322","31.4"
"408","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","180","52.5"
"409","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","119","26.9"
"410","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","3","(L)"
"411","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","6","(H)"
"412","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","1","(L)"
"413","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","30","33.9"
"414","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"50.0 TO 99.9 ACRES",NA,"AREA GROWN","1","(L)"
"415","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","340","32.7"
"416","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","41","54.3"
"417","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","11","60.4"
"418","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","1","(L)"
"419","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","1","(L)"
"420","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","1","(L)"
"421","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","5","78.2"
"422","CENSUS",2022,"YEAR","STATE","NORTH CAROLINA","37",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","60","49.2"
"423","CENSUS",2022,"YEAR","STATE","NORTH DAKOTA","38",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"424","CENSUS",2022,"YEAR","STATE","NORTH DAKOTA","38",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","1","11.2"
"425","CENSUS",2022,"YEAR","STATE","NORTH DAKOTA","38",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"426","CENSUS",2022,"YEAR","STATE","NORTH DAKOTA","38",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","8","16.8"
"427","CENSUS",2022,"YEAR","STATE","NORTH DAKOTA","38",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","9","14.9"
"428","CENSUS",2022,"YEAR","STATE","NORTH DAKOTA","38",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","2","(L)"
"429","CENSUS",2022,"YEAR","STATE","OHIO","39",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","445","16.6"
"430","CENSUS",2022,"YEAR","STATE","OHIO","39",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","511","14.0"
"431","CENSUS",2022,"YEAR","STATE","OHIO","39",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","66","13.9"
"432","CENSUS",2022,"YEAR","STATE","OHIO","39",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","361","5.4"
"433","CENSUS",2022,"YEAR","STATE","OHIO","39",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","393","6.2"
"434","CENSUS",2022,"YEAR","STATE","OHIO","39",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","87","10.5"
"435","CENSUS",2022,"YEAR","STATE","OKLAHOMA","40",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","15","52.1"
"436","CENSUS",2022,"YEAR","STATE","OKLAHOMA","40",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","21","36.2"
"437","CENSUS",2022,"YEAR","STATE","OKLAHOMA","40",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","6","33.4"
"438","CENSUS",2022,"YEAR","STATE","OKLAHOMA","40",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","51","15.2"
"439","CENSUS",2022,"YEAR","STATE","OKLAHOMA","40",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","66","18.1"
"440","CENSUS",2022,"YEAR","STATE","OKLAHOMA","40",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","19","64.1"
"441","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"442","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","106","23.0"
"443","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","(D)","(D)"
"444","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","115","39.2"
"445","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","468","26.4"
"446","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","145","13.9"
"447","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"50.0 TO 99.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"448","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","1,664","19.6"
"449","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","36","23.0"
"450","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","122","21.1"
"451","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","681","60.7"
"452","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","154","40.5"
"453","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","494","27.9"
"454","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","154","14.3"
"455","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"50.0 TO 99.9 ACRES",NA,"AREA GROWN","212","(L)"
"456","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","1,853","17.4"
"457","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"458","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","16","26.9"
"459","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","(D)","(D)"
"460","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","39","44.7"
"461","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","26","58.4"
"462","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","9","40.0"
"463","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"50.0 TO 99.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"464","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","188","15.2"
"465","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","189","7.3"
"466","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","55","24.3"
"467","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","3","77.5"
"468","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","9","39.4"
"469","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","16","31.4"
"470","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","19","16.6"
"471","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"50.0 TO 99.9 ACRES",NA,"AREA GROWN","3","(L)"
"472","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","294","6.7"
"473","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","206","12.9"
"474","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","57","23.2"
"475","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","3","77.5"
"476","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","9","39.4"
"477","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","16","31.4"
"478","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","19","16.6"
"479","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"50.0 TO 99.9 ACRES",NA,"AREA GROWN","3","(L)"
"480","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","313","7.3"
"481","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","21","84.2"
"482","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","14","33.9"
"483","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"100 OR MORE ACRES",NA,"AREA GROWN","1","(L)"
"484","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","7","50.7"
"485","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","4","75.0"
"486","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","6","22.4"
"487","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"50.0 TO 99.9 ACRES",NA,"AREA GROWN","1","(L)"
"488","CENSUS",2022,"YEAR","STATE","OREGON","41",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","54","30.7"
"489","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","112","16.4"
"490","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","293","14.5"
"491","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","115","38.9"
"492","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","144","35.2"
"493","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","663","10.7"
"494","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","128","14.2"
"495","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","329","13.6"
"496","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","135","34.7"
"497","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","163","35.2"
"498","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","756","10.2"
"499","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","16","17.8"
"500","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","37","24.9"
"501","CENSUS",2022,"YEAR","STATE","PENNSYLVANIA","42",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","20","17.1"
